,Marketing_name,Memory,Grade,Price
1877,iPhone SE (第 3 世代),64GB,B,39800
1878,iPhone 13 mini,128GB,B,54800
1879,iPhone 13 mini,128GB,B,54800
1880,iPhone SE (第 3 世代),128GB,B,44800
1881,iPhone 13,256GB,B,65300
1882,iPhone 13 mini,128GB,B,54800
1883,iPhone SE (第 3 世代),64GB,B,39800
1884,iPhone 13 mini,128GB,B,54800
1885,iPhone 13 mini,128GB,B,54800
1886,iPhone SE (第 3 世代),64GB,B,39800
1887,iPhone SE (第 3 世代),64GB,B,39800
1888,iPhone 8 Plus,64GB,B,18800
1889,iPhone 13 mini,256GB,B,62800
1890,iPhone 13 Pro,256GB,B,85800
1891,iPhone SE (第 3 世代),64GB,B,39800
1892,iPhone 13,128GB,B,60800
1893,iPhone 13 mini,128GB,B,54800
1894,iPhone 14 Pro,256GB,B,109800
1895,iPhone 13 Pro,512GB,B,91800
1896,iPhone 13,128GB,B,60800
1897,iPhone 14 Pro,256GB,B,109800
1898,iPhone SE (第 3 世代),64GB,B,39800
1899,iPhone 14 Pro,128GB,B,95800
1900,iPhone SE (第 3 世代),128GB,B,44800
1901,iPhone SE (第 3 世代),64GB,B,39800
1902,iPhone SE (第 3 世代),128GB,B,44800
1903,iPhone SE (第 3 世代),64GB,B,39800
1904,iPhone SE (第 3 世代),64GB,B,39800
1905,iPhone 13 Pro Max,512GB,B,110800
1906,iPhone SE (第 3 世代),128GB,B,44800
1907,iPhone SE (第 3 世代),128GB,B,44800
1908,iPhone SE (第 3 世代),64GB,B,39800
1909,iPhone SE (第 3 世代),128GB,B,44800
1910,iPhone 7,128GB,B,11500
1911,iPhone SE (第 3 世代),64GB,B,39800
1912,iPhone 13 mini,128GB,B,54800
1913,iPhone 13 mini,128GB,B,54800
1914,iPhone 14 Pro,128GB,B,95800
1915,iPhone 14 Pro,512GB,B,116300
1916,iPhone 13 Pro,256GB,B,85800
1917,iPhone 13 mini,128GB,B,54800
1918,iPhone 14 Pro,256GB,B,109800
1919,iPhone 13,128GB,B,60800
1920,iPhone 13,128GB,B,60800
1921,iPhone 14 Plus,256GB,B,89800
1922,iPhone SE (第 3 世代),128GB,B,44800
1923,iPhone 14 Pro,256GB,B,109800
1924,iPhone X,256GB,B,26800
1925,iPhone XR,64GB,B,24800
1926,iPhone 13 Pro Max,512GB,B,110800
1927,iPhone 14 Pro,128GB,B,95800
1928,iPhone 11,128GB,B,36800
1929,iPhone 13 mini,128GB,B,54800
1930,iPhone 13 Pro,128GB,B,79500
1931,iPhone 13,128GB,B,60800
1932,iPhone 13,128GB,B,60800
1933,iPhone 13 Pro,128GB,B,79500
1934,iPhone SE (第 3 世代),128GB,B,44800
1935,iPhone 12 Pro,512GB,B,70800
1936,iPhone 13,128GB,B,60800
1937,iPhone 12,128GB,B,45800
1938,iPhone 13 mini,256GB,B,62800
1939,iPhone 13 mini,128GB,B,54800
1940,iPhone 13,128GB,B,60800
1941,iPhone 11,128GB,B,36800
1942,iPhone 13 mini,128GB,B,54800
1943,iPhone 13 mini,128GB,B,54800
1944,iPhone 14 Pro,256GB,B,109800
1945,iPhone SE (第 3 世代),128GB,B,44800
1946,iPhone 14 Pro,256GB,B,109800
1947,iPhone 13 Pro,128GB,B,79500
1948,iPhone XR,128GB,B,27800
1949,iPhone 13 Pro,128GB,B,79500
1950,iPhone 13 Pro,128GB,B,79500
1951,iPhone 7,128GB,B,11500
1952,iPhone 8,64GB,B,14700
1953,iPhone 8,64GB,B,14700
1954,iPhone 8,64GB,B,14700
1955,iPhone 8,64GB,B,14700
1956,iPhone 8,64GB,B,14700
1957,iPhone 8,64GB,B,14700
1958,iPhone 8,64GB,B,14700
1959,iPhone 8,256GB,B,19500
1960,iPhone SE (第 3 世代),64GB,B,39800
1961,iPhone 14,512GB,B,92800
1962,iPhone 12,256GB,B,54800
1963,iPhone 11,256GB,B,42800
1964,iPhone 11,256GB,B,42800
1965,iPhone SE (第 3 世代),64GB,B,39800
1966,iPhone SE (第 3 世代),64GB,B,39800
1967,iPhone 7,256GB,B,12500
1968,iPhone 14,128GB,B,77300
1969,iPhone SE (第 3 世代),128GB,B,44800
1970,iPhone 11,64GB,B,31800
1971,iPhone SE (第 2 世代),128GB,B,26800
1972,iPhone SE (第 2 世代),128GB,B,26800
1973,iPhone XR,64GB,B,24800
1974,iPhone 13 mini,128GB,B,54800
1975,iPhone XS,64GB,B,26800
1976,iPhone 7,32GB,B,9800
1977,iPhone 6s,128GB,B,10500
1978,iPhone X,256GB,B,26800
1979,iPhone SE (第 2 世代),128GB,B,26800
1980,iPhone 14 Pro,256GB,B,109800
1981,iPhone 12 Pro,256GB,B,62800
1982,iPhone SE (第 3 世代),64GB,B,39800
1983,iPhone 7,32GB,B,9800
1984,iPhone SE (第 2 世代),128GB,B,26800
1985,iPhone 8,64GB,B,14700
1986,iPhone 13 Pro Max,1TB,B,117800
1987,iPhone 13 Pro,512GB,B,91800
1988,iPhone XS Max,256GB,B,39800
1989,iPhone 14 Pro,512GB,B,116300
1990,iPhone SE (第 2 世代),128GB,B,26800
1991,iPhone 12 mini,64GB,B,32800
1992,iPhone 12 mini,64GB,B,32800
1993,iPhone 8,64GB,B,14700
1994,iPhone 7,256GB,B,12500
1995,iPhone 8 Plus,64GB,B,18800
1996,iPhone SE (第 2 世代),128GB,B,26800
1997,iPhone XS,256GB,B,30800
1998,iPhone 8,256GB,B,19500
1999,iPhone 6s,32GB,B,8900
2000,iPhone 7,128GB,B,11500
2001,iPhone 14 Pro,256GB,B,109800
2002,iPhone 13,128GB,B,60800
2003,iPhone 11,64GB,B,31800
2004,iPhone 11,128GB,B,36800
2005,iPhone 12,64GB,B,39000
2006,iPhone 13,128GB,B,60800
2007,iPhone 13,128GB,B,60800
2008,iPhone 12 Pro Max,256GB,B,83800
2009,iPhone 6s,128GB,B,10500
2010,iPhone 6s,64GB,B,11000
2011,iPhone 6s,64GB,B,11000
2012,iPhone 6s,64GB,B,11000
2013,iPhone 6s,64GB,B,11000
2014,iPhone 13 Pro,128GB,B,79500
2015,iPhone 12 Pro,256GB,B,62800
2016,iPhone 13 Pro,128GB,B,79500
2017,iPhone 6s Plus,64GB,B,13000
2018,iPhone 6s Plus,128GB,B,14000
2019,iPhone 12 Pro,256GB,B,62800
2020,iPhone 12 Pro,256GB,B,62800
2021,iPhone 11,256GB,B,42800
2022,iPhone 13 Pro Max,1TB,B,117800
2023,iPhone 12 Pro,128GB,B,57800
2024,iPhone 7 Plus,128GB,B,18000
2025,iPhone 12 Pro Max,256GB,B,83800
2026,iPhone 13 mini,128GB,B,54800
2027,iPhone 7 Plus,256GB,B,20500
2028,iPhone 12 Pro Max,256GB,B,83800
2029,iPhone 11,128GB,B,36800
2030,iPhone 11,128GB,B,36800
2031,iPhone 6s,64GB,B,11000
2032,iPhone 13,128GB,B,60800
2033,iPhone 14 Pro,128GB,B,95800
2034,iPhone 8 Plus,64GB,B,18800
2035,iPhone 12 Pro,256GB,B,62800
2036,iPhone 12 Pro,128GB,B,57800
2037,iPhone 11,256GB,B,42800
2038,iPhone 13 Pro Max,256GB,B,101800
2039,iPhone 12,128GB,B,45800
2040,iPhone 12 Pro,128GB,B,57800
2041,iPhone 12 Pro,128GB,B,57800
2042,iPhone 12 Pro,128GB,B,57800
2043,iPhone XR,256GB,B,30800
2044,iPhone 6s,64GB,B,11000
2045,iPhone 11,64GB,B,31800
2046,iPhone 11,64GB,B,31800
2047,iPhone 13 mini,128GB,B,54800
2048,iPhone 13,128GB,B,60800
2049,iPhone 13 mini,128GB,B,54800
2050,iPhone 11,64GB,B,31800
2051,iPhone 12 Pro,128GB,B,57800
2052,iPhone 13 mini,128GB,B,54800
2053,iPhone 13,128GB,B,60800
2054,iPhone 13 Pro,256GB,B,85800
2055,iPhone 8 Plus,64GB,B,18800
2056,iPhone 8 Plus,64GB,B,18800
2057,iPhone 8 Plus,64GB,B,18800
2058,iPhone 13,128GB,B,60800
2059,iPhone 13,128GB,B,60800
2060,iPhone 14 Pro,128GB,B,95800
2061,iPhone 13 Pro,256GB,B,85800
2062,iPhone 13,128GB,B,60800
2063,iPhone 8 Plus,64GB,B,18800
2064,iPhone 14 Pro,128GB,B,95800
2065,iPhone 13 Pro,512GB,B,91800
2066,iPhone XR,128GB,B,27800
2067,iPhone SE (第 3 世代),128GB,B,44800
2068,iPhone SE (第 3 世代),64GB,B,39800
2069,iPhone SE (第 3 世代),64GB,B,39800
2070,iPhone 13 mini,256GB,B,62800
2071,iPhone SE (第 3 世代),128GB,B,44800
2072,iPhone SE (第 3 世代),64GB,B,39800
2073,iPhone SE (第 3 世代),64GB,B,39800
2074,iPhone 13 Pro,256GB,B,85800
2075,iPhone SE (第 3 世代),64GB,B,39800
2076,iPhone SE (第 3 世代),64GB,B,39800
2077,iPhone SE (第 3 世代),64GB,B,39800
2078,iPhone SE (第 3 世代),64GB,B,39800
2079,iPhone SE (第 3 世代),64GB,B,39800
2080,iPhone 12 Pro,128GB,B,57800
2081,iPhone 13,128GB,B,60800
2082,iPhone 11,256GB,B,42800
2083,iPhone 13 mini,256GB,B,62800
2084,iPhone 14,128GB,B,77300
2085,iPhone 13,128GB,B,60800
2086,iPhone 12 Pro,128GB,B,57800
2087,iPhone 7 Plus,32GB,B,17700
2088,iPhone 13,128GB,B,60800
2089,iPhone 14 Pro,128GB,B,95800
2090,iPhone 14 Pro,256GB,B,109800
2091,iPhone SE (第 3 世代),128GB,B,44800
2092,iPhone X,64GB,B,22800
2093,iPhone 13,128GB,B,60800
2094,iPhone SE (第 3 世代),64GB,B,39800
2095,iPhone 13,128GB,B,60800
2096,iPhone 13,128GB,B,60800
2097,iPhone 11 Pro Max,256GB,B,57300
2098,iPhone X,256GB,B,26800
2099,iPhone 13 mini,512GB,B,74800
2100,iPhone SE (第 3 世代),64GB,B,39800
2101,iPhone XS,256GB,B,30800
2102,iPhone 7 Plus,256GB,B,20500
2103,iPhone 13 mini,128GB,B,54800
2104,iPhone 13 Pro,128GB,B,79500
2105,iPhone 13 mini,128GB,B,54800
2106,iPhone 7 Plus,256GB,B,20500
2107,iPhone 13 Pro,128GB,B,79500
2108,iPhone XR,128GB,B,27800
2109,iPhone XR,128GB,B,27800
2110,iPhone 11,128GB,B,36800
2111,iPhone XS,64GB,B,26800
2112,iPhone 13,256GB,B,65300
2113,iPhone 14 Pro,256GB,B,109800
2114,iPhone 11 Pro,256GB,B,46300
2115,iPhone XR,64GB,B,24800
2116,iPhone 12 Pro,256GB,B,62800
2117,iPhone 8 Plus,64GB,B,18800
2118,iPhone 13 Pro,512GB,B,91800
2119,iPhone 13,128GB,B,60800
2120,iPhone XS Max,64GB,B,38300
2121,iPhone 13 mini,256GB,B,62800
2122,iPhone 7,128GB,B,11500
2123,iPhone 12,256GB,B,54800
2124,iPhone 8,64GB,B,14700
2125,iPhone 12 Pro,128GB,B,57800
2126,iPhone 8,64GB,B,14700
2127,iPhone 13 Pro Max,256GB,B,101800
2128,iPhone 12,128GB,B,45800
2129,iPhone XR,64GB,B,24800
2130,iPhone 8,256GB,B,19500
2131,iPhone 11 Pro Max,512GB,B,64800
2132,iPhone 8 Plus,256GB,B,22800
2133,iPhone 8,64GB,B,14700
2134,iPhone 8,64GB,B,14700
2135,iPhone 14,256GB,B,85800
2136,iPhone 13,512GB,B,75800
2137,iPhone 13,256GB,B,65300
2138,iPhone 13,512GB,B,75800
2139,iPhone 14,512GB,B,92800
2140,iPhone 12,128GB,B,45800
2141,iPhone SE (第 3 世代),64GB,B,39800
2142,iPhone 11,64GB,B,31800
2143,iPhone 14,256GB,B,85800
2144,iPhone 12,256GB,B,54800
2145,iPhone XR,128GB,B,27800
2146,iPhone X,64GB,B,22800
2147,iPhone 8,64GB,B,14700
2148,iPhone X,64GB,B,22800
2149,iPhone 12,256GB,B,54800
2150,iPhone 12 Pro,128GB,B,57800
2151,iPhone 13,256GB,B,65300
2152,iPhone 13 mini,128GB,B,54800
2153,iPhone 13,128GB,B,60800
2154,iPhone 13,128GB,B,60800
2155,iPhone XR,256GB,B,30800
2156,iPhone 11 Pro Max,512GB,B,64800
2157,iPhone 7 Plus,128GB,B,18000
2158,iPhone 12 Pro Max,256GB,B,83800
2159,iPhone SE (第 2 世代),128GB,B,26800
2160,iPhone 12 Pro Max,128GB,B,79800
2161,iPhone 7,32GB,B,9800
2162,iPhone SE (第 2 世代),128GB,B,26800
2163,iPhone 11,64GB,B,31800
2164,iPhone 7,32GB,B,9800
2165,iPhone SE (第 2 世代),64GB,B,21000
2166,iPhone XS,64GB,B,26800
2167,iPhone SE (第 2 世代),128GB,B,26800
2168,iPhone 13 Pro,256GB,B,85800
2169,iPhone 7,128GB,B,11500
2170,iPhone 8,256GB,B,19500
2171,iPhone 7,128GB,B,11500
2172,iPhone 12 mini,64GB,B,32800
2173,iPhone 8 Plus,256GB,B,22800
2174,iPhone 11,64GB,B,31800
2175,iPhone XS,512GB,B,35300
2176,iPhone XS,256GB,B,30800
2177,iPhone 7,256GB,B,12500
2178,iPhone XS,256GB,B,30800
2179,iPhone 13 mini,128GB,B,54800
2180,iPhone 11,64GB,B,31800
2181,iPhone 11,64GB,B,31800
2182,iPhone 13 mini,128GB,B,54800
2183,iPhone 12,128GB,B,45800
2184,iPhone 7 Plus,128GB,C,19100
2185,iPhone 8,64GB,C,16800
2186,iPhone 14 Pro Max,128GB,C,118200
2187,iPhone 7,128GB,C,13000
2188,iPhone 7,256GB,C,13400
2189,iPhone 12 mini,128GB,C,37400
2190,iPhone 12 mini,128GB,C,37400
2191,iPhone 12 mini,128GB,C,37400
2192,iPhone 12 mini,128GB,C,37400
2193,iPhone 12 mini,128GB,C,37400
2194,iPhone 12 mini,128GB,C,37400
2195,iPhone 12 mini,128GB,C,37400
2196,iPhone 12 mini,128GB,C,37400
2197,iPhone 12 mini,128GB,C,37400
2198,iPhone 12 mini,128GB,C,37400
2199,iPhone 12 mini,128GB,C,37400
2200,iPhone 12 mini,128GB,C,37400
2201,iPhone 12 mini,128GB,C,37400
2202,iPhone 12 mini,128GB,C,37400
2203,iPhone 12 mini,128GB,C,37400
2204,iPhone 12 mini,128GB,C,37400
2205,iPhone 12 mini,128GB,C,37400
2206,iPhone 12 mini,128GB,C,37400
2207,iPhone 12 mini,256GB,C,40400
2208,iPhone 12 mini,128GB,C,37400
2209,iPhone 12 mini,128GB,C,37400
2210,iPhone 12 mini,128GB,C,37400
2211,iPhone 12 mini,128GB,C,37400
2212,iPhone 12 mini,128GB,C,37400
2213,iPhone 12 mini,128GB,C,37400
2214,iPhone 12 mini,128GB,C,37400
2215,iPhone 12 mini,128GB,C,37400
2216,iPhone 12 mini,128GB,C,37400
2217,iPhone 12 mini,128GB,C,37400
2218,iPhone 12 mini,128GB,C,37400
2219,iPhone 12 mini,128GB,C,37400
2220,iPhone 12 mini,128GB,C,37400
2221,iPhone 12 mini,128GB,C,37400
2222,iPhone 12 mini,128GB,C,37400
2223,iPhone 7,128GB,C,13000
2224,iPhone 14,128GB,C,76600
2225,iPhone 14,128GB,C,76600
2226,iPhone 14,128GB,C,76600
2227,iPhone 14 Pro Max,256GB,C,128200
2228,iPhone 7 Plus,256GB,C,21000
2229,iPhone 12 mini,128GB,C,37400
2230,iPhone 12 mini,128GB,C,37400
2231,iPhone 12 mini,128GB,C,37400
2232,iPhone 7 Plus,256GB,C,21000
2233,iPhone 15 Plus,128GB,C,108200
2234,iPhone 8,64GB,C,16800
2235,iPhone 8,64GB,C,16800
2236,iPhone 15 Plus,128GB,C,108200
2237,iPhone X,64GB,C,23800
2238,iPhone 7,128GB,C,13000
2239,iPhone 14,128GB,C,76600
2240,iPhone SE,128GB,C,14800
2241,iPhone 7 Plus,128GB,C,19100
2242,iPhone 8,64GB,C,16800
2243,iPhone 15 Plus,128GB,C,108200
2244,iPhone 6s,32GB,C,10600
2245,iPhone 14 Pro Max,256GB,C,128200
2246,iPhone 14 Pro Max,256GB,C,128200
2247,iPhone 7 Plus,128GB,C,19100
2248,iPhone 14 Pro Max,128GB,C,118200
2249,iPhone 7,128GB,C,13000
2250,iPhone 7,32GB,C,11500
2251,iPhone 8,64GB,C,16800
2252,iPhone 14,128GB,C,76600
2253,iPhone 6s Plus,128GB,C,14500
2254,iPhone 7,128GB,C,11500
2255,iPhone 15 Plus,256GB,C,122500
2256,iPhone 8 Plus,256GB,C,22300
2257,iPhone 11 Pro,64GB,C,37600
2258,iPhone 8 Plus,64GB,C,18300
2259,iPhone X,256GB,C,26300
2260,iPhone 7,128GB,C,11500
2261,iPhone 14,128GB,C,74200
2262,iPhone 15,128GB,C,95500
2263,iPhone 15,256GB,C,110500
2264,iPhone 15,256GB,C,110500
2265,iPhone 14 Pro Max,128GB,C,115500
2266,iPhone 7,128GB,C,11500
2267,iPhone 12 mini,256GB,C,38600
2268,iPhone 12 mini,128GB,C,35600
2269,iPhone 12 mini,256GB,C,38600
2270,iPhone 12 mini,256GB,C,38600
2271,iPhone SE (第 2 世代),128GB,C,24300
2272,iPhone 8,256GB,C,19500
2273,iPhone 6s Plus,64GB,C,12500
2274,iPhone 15,128GB,C,95500
2275,iPhone 6s,128GB,C,10500
2276,iPhone 15 Plus,256GB,C,122500
2277,iPhone 11 Pro,64GB,C,37600
2278,iPhone 11 Pro,64GB,C,37600
2279,iPhone X,64GB,C,22300
2280,iPhone 6s,16GB,C,8500
2281,iPhone 15 Pro Max,512GB,C,162300
2282,iPhone 12 mini,256GB,C,38600
2283,iPhone 12 mini,256GB,C,38600
2284,iPhone 12 mini,256GB,C,38600
2285,iPhone 12 mini,256GB,C,38600
2286,iPhone 12 mini,256GB,C,38600
2287,iPhone 6s,32GB,C,9100
2288,iPhone 14,128GB,C,74200
2289,iPhone 7,128GB,C,11500
2290,iPhone 11 Pro,64GB,C,37600
2291,iPhone 6s,64GB,C,10400
2292,iPhone 14 Pro Max,128GB,C,115500
2293,iPhone 7 Plus,128GB,C,17600
2294,iPhone 13 Pro Max,128GB,C,89200
2295,iPhone 15 Pro Max,256GB,C,140500
2296,iPhone 11 Pro,64GB,C,37600
2297,iPhone 7,128GB,C,11500
2298,iPhone 7,128GB,C,11500
2299,iPhone 7 Plus,32GB,C,16300
2300,iPhone 15,128GB,C,95500
2301,iPhone 15,128GB,C,95500
2302,iPhone 14 Plus,128GB,C,82200
2303,iPhone X,64GB,C,22300
2304,iPhone X,64GB,C,22300
2305,iPhone X,64GB,C,22300
2306,iPhone 12 mini,256GB,C,38600
2307,iPhone 12 mini,256GB,C,38600
2308,iPhone 12 mini,256GB,C,38600
2309,iPhone 12 mini,256GB,C,38600
2310,iPhone 12 mini,256GB,C,38600
2311,iPhone 12 mini,256GB,C,38600
2312,iPhone 11 Pro,64GB,C,37600
2313,iPhone 14,128GB,C,74200
2314,iPhone 14,128GB,C,74200
2315,iPhone 7 Plus,128GB,C,17600
2316,iPhone 15,256GB,C,110500
2317,iPhone 11 Pro,512GB,C,54100
2318,iPhone 14 Pro Max,256GB,C,125500
2319,iPhone 11 Pro,64GB,C,37600
2320,iPhone 8,64GB,C,15300
2321,iPhone 6s,32GB,C,9100
2322,iPhone 6s Plus,128GB,C,14500
2323,iPhone 7 Plus,256GB,C,19500
2324,iPhone 15,256GB,C,110500
2325,iPhone 15,128GB,C,95500
2326,iPhone 13 Pro Max,128GB,C,89200
2327,iPhone 15 Pro,128GB,C,125500
2328,iPhone XR,64GB,C,24300
2329,iPhone 15,128GB,C,95500
2330,iPhone 11 Pro,64GB,C,37600
2331,iPhone 15 Plus,128GB,C,105500
2332,iPhone 11 Pro,256GB,C,44600
2333,iPhone 15 Plus,128GB,C,105500
2334,iPhone 11 Pro,64GB,C,37600
2335,iPhone 15,256GB,C,110500
2336,iPhone X,64GB,C,22300
2337,iPhone 15,128GB,C,95500
2338,iPhone 11 Pro,256GB,C,44600
2339,iPhone 6s,16GB,C,8500
2340,iPhone 7 Plus,256GB,C,19500
2341,iPhone XR,64GB,C,24300
2342,iPhone 14,128GB,C,74200
2343,iPhone 14,128GB,C,74200
2344,iPhone 14,256GB,C,82200
2345,iPhone 14,128GB,C,74200
2346,iPhone 11 Pro Max,64GB,C,49400
2347,iPhone 6s,64GB,C,9400
2348,iPhone 7 Plus,128GB,C,16600
2349,iPhone 12 Pro Max,512GB,C,82600
2350,iPhone 11 Pro Max,512GB,C,59500
2351,iPhone 7 Plus,128GB,C,16600
2352,iPhone 15,256GB,C,108700
2353,iPhone 11 Pro,512GB,C,52700
2354,iPhone 15 Pro,128GB,C,123700
2355,iPhone 13 Pro Max,128GB,C,87600
2356,iPhone 15 Pro,128GB,C,123700
2357,iPhone 8 Plus,64GB,C,17300
2358,iPhone 15 Pro,128GB,C,123700
2359,iPhone 15 Pro,128GB,C,123700
2360,iPhone 11 Pro Max,64GB,C,49400
2361,iPhone 13 Pro Max,256GB,C,96700
2362,iPhone 15,128GB,C,93700
2363,iPhone 15,128GB,C,93700
2364,iPhone XS,256GB,C,28300
2365,iPhone 15,256GB,C,108700
2366,iPhone 6s,128GB,C,9500
2367,iPhone 8 Plus,64GB,C,17300
2368,iPhone 11 Pro,64GB,C,36400
2369,iPhone 11 Pro,256GB,C,43400
2370,iPhone 15 Plus,512GB,C,132700
2371,iPhone 15,128GB,C,93700
2372,iPhone 15 Pro,512GB,C,142700
2373,iPhone XS,64GB,C,24300
2374,iPhone 7,128GB,C,10500
2375,iPhone XS,64GB,C,24300
2376,iPhone X,64GB,C,21300
2377,iPhone 14,128GB,C,72600
2378,iPhone 14,128GB,C,72600
2379,iPhone 12 Pro Max,256GB,C,78600
2380,iPhone 12,64GB,C,37600
2381,iPhone 12 Pro Max,256GB,C,78600
2382,iPhone 15 Pro,128GB,C,123700
2383,iPhone 12 Pro Max,256GB,C,78600
2384,iPhone 7 Plus,128GB,C,16600
2385,iPhone 6s,64GB,C,9400
2386,iPhone 15 Pro Max,256GB,C,138700
2387,iPhone 11 Pro,64GB,C,36400
2388,iPhone 6s,64GB,C,9400
2389,iPhone 6s,64GB,C,9400
2390,iPhone 12 Pro Max,256GB,C,78600
2391,iPhone 11 Pro,256GB,C,43400
2392,iPhone SE (第 3 世代),64GB,C,35400
2393,iPhone SE (第 3 世代),64GB,C,35400
2394,iPhone 6s,64GB,C,9400
2395,iPhone XS Max,64GB,C,35400
2396,iPhone 7 Plus,32GB,C,15300
2397,iPhone SE (第 3 世代),64GB,C,35400
2398,iPhone SE (第 3 世代),64GB,C,35400
2399,iPhone 15,128GB,C,93700
2400,iPhone SE (第 3 世代),64GB,C,35400
2401,iPhone SE (第 3 世代),64GB,C,35400
2402,iPhone SE (第 3 世代),128GB,C,40400
2403,iPhone SE (第 3 世代),128GB,C,40400
2404,iPhone SE (第 3 世代),64GB,C,35400
2405,iPhone SE (第 3 世代),64GB,C,35400
2406,iPhone SE (第 3 世代),64GB,C,35400
2407,iPhone 15,128GB,C,93700
2408,iPhone SE (第 3 世代),64GB,C,35400
2409,iPhone SE (第 3 世代),64GB,C,35400
2410,iPhone XR,64GB,C,23300
2411,iPhone SE (第 3 世代),64GB,C,35400
2412,iPhone SE (第 3 世代),64GB,C,35400
2413,iPhone SE (第 3 世代),64GB,C,35400
2414,iPhone SE (第 3 世代),128GB,C,40400
2415,iPhone SE (第 3 世代),64GB,C,35400
2416,iPhone SE (第 3 世代),64GB,C,35400
2417,iPhone SE (第 3 世代),64GB,C,35400
2418,iPhone SE (第 3 世代),64GB,C,35400
2419,iPhone SE (第 3 世代),64GB,C,35400
2420,iPhone SE (第 3 世代),64GB,C,35400
2421,iPhone SE (第 3 世代),128GB,C,40400
2422,iPhone 6s,64GB,C,9400
2423,iPhone 15,128GB,C,93700
2424,iPhone 11 Pro,64GB,C,36400
2425,iPhone SE (第 3 世代),64GB,C,35400
2426,iPhone 15,128GB,C,93700
2427,iPhone SE (第 3 世代),64GB,C,35400
2428,iPhone 15,128GB,C,93700
2429,iPhone 15,128GB,C,93700
2430,iPhone SE (第 3 世代),128GB,C,40400
2431,iPhone SE (第 3 世代),64GB,C,35400
2432,iPhone 15 Plus,256GB,C,120700
2433,iPhone 11 Pro Max,256GB,C,54500
2434,iPhone SE (第 3 世代),64GB,C,35400
2435,iPhone 15,256GB,C,108700
2436,iPhone XS Max,512GB,C,42400
2437,iPhone 15,128GB,C,93700
2438,iPhone X,256GB,C,25300
2439,iPhone SE (第 3 世代),64GB,C,35400
2440,iPhone 11 Pro,256GB,C,43400
2441,iPhone 8,256GB,C,18500
2442,iPhone 14 Pro,256GB,C,100700
2443,iPhone 15 Pro,128GB,C,123700
2444,iPhone 8,256GB,C,18500
2445,iPhone 8,256GB,C,18500
2446,iPhone 8,256GB,C,18500
2447,iPhone 13 Pro Max,1TB,C,109700
2448,iPhone 13 Pro,128GB,C,74800
2449,iPhone 15,128GB,C,93700
2450,iPhone 6s,64GB,C,9400
2451,iPhone 15 Pro Max,256GB,C,138700
2452,iPhone SE (第 3 世代),64GB,C,35400
2453,iPhone 13,256GB,C,60500
2454,iPhone 14,256GB,C,80600
2455,iPhone 14 Pro,128GB,C,90600
2456,iPhone 14 Pro,256GB,C,100700
2457,iPhone 13 Pro Max,128GB,C,87600
2458,iPhone XR,128GB,C,26300
2459,iPhone 7,128GB,C,10500
2460,iPhone 15 Pro,256GB,C,133700
2461,iPhone 8 Plus,256GB,C,21300
2462,iPhone 14 Plus,512GB,C,90600
2463,iPhone 14,128GB,C,72600
2464,iPhone 14,128GB,C,72600
2465,iPhone 14,128GB,C,72600
2466,iPhone 14,128GB,C,72600
2467,iPhone 14,128GB,C,72600
2468,iPhone 14,256GB,C,80600
2469,iPhone 14,128GB,C,72600
2470,iPhone 14,128GB,C,72600
2471,iPhone 14,128GB,C,72600
2472,iPhone 14,256GB,C,80600
2473,iPhone 11,128GB,C,34400
2474,iPhone 12 Pro,256GB,C,57500
2475,iPhone 12 Pro,512GB,C,63500
2476,iPhone 6s Plus,64GB,C,11500
2477,iPhone 14 Pro Max,256GB,C,123700
2478,iPhone 12 Pro Max,128GB,C,73600
2479,iPhone XS Max,64GB,C,35400
2480,iPhone 14 Pro Max,512GB,C,129700
2481,iPhone 6s,64GB,C,9400
2482,iPhone 11 Pro,256GB,C,43400
2483,iPhone 14 Pro,256GB,C,100700
2484,iPhone 13 Pro Max,128GB,C,87600
2485,iPhone 12 Pro Max,512GB,C,82600
2486,iPhone XR,256GB,C,27300
2487,iPhone 13 Pro Max,256GB,C,96700
2488,iPhone XR,128GB,C,26300
2489,iPhone SE (第 3 世代),64GB,C,35400
2490,iPhone SE (第 3 世代),64GB,C,35400
2491,iPhone SE (第 3 世代),64GB,C,35400
2492,iPhone SE (第 3 世代),64GB,C,35400
2493,iPhone SE (第 3 世代),64GB,C,35400
2494,iPhone SE (第 3 世代),64GB,C,35400
2495,iPhone SE (第 3 世代),64GB,C,35400
2496,iPhone SE (第 3 世代),64GB,C,35400
2497,iPhone XS,64GB,C,24300
2498,iPhone 6s Plus,64GB,C,11500
2499,iPhone 11 Pro Max,64GB,C,49400
2500,iPhone SE (第 3 世代),64GB,C,35400
2501,iPhone 11,64GB,C,29300
2502,iPhone SE (第 3 世代),64GB,C,35400
2503,iPhone SE (第 3 世代),64GB,C,35400
2504,iPhone SE (第 3 世代),64GB,C,35400
2505,iPhone 11 Pro,64GB,C,36400
2506,iPhone 11 Pro,256GB,C,43400
2507,iPhone SE (第 3 世代),128GB,C,40400
2508,iPhone SE (第 3 世代),64GB,C,35400
2509,iPhone SE (第 3 世代),128GB,C,40400
2510,iPhone SE (第 3 世代),128GB,C,40400
2511,iPhone SE (第 3 世代),128GB,C,40400
2512,iPhone SE (第 3 世代),64GB,C,35400
2513,iPhone SE (第 3 世代),128GB,C,40400
